Player,Nation,Position,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals Made,Penalty Attempts,Yellow Cards,Red Cards,xG,npxG,xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Receives,Goals Per 90,Assists Per 90,Goals + Assists Per 90,Non-Penalty Goals Per 90,Non-Penalty Goals + Assists Per 90,xG Per 90,xAG Per 90,xG + xAG Per 90,npxG Per 90,npxG + xAG Per 90,name_clean,position,foot,height_in_cm,current_club_domestic_competition_id,market_value_in_eur,highest_market_value_in_eur,image_url,url,match_name,fifa_name,fifa_full_name,fifa_birth_date,fifa_age,fifa_height_cm,fifa_weight_kgs,fifa_positions,fifa_nationality,fifa_overall_rating,fifa_potential,fifa_value_euro,fifa_wage_euro,fifa_preferred_foot,fifa_international_reputation(1-5),fifa_weak_foot(1-5),fifa_skill_moves(1-5),fifa_body_type,fifa_release_clause_euro,fifa_national_team,fifa_national_rating,fifa_national_team_position,fifa_national_jersey_number,fifa_crossing,fifa_finishing,fifa_heading_accuracy,fifa_short_passing,fifa_volleys,fifa_dribbling,fifa_curve,fifa_freekick_accuracy,fifa_long_passing,fifa_ball_control,fifa_acceleration,fifa_sprint_speed,fifa_agility,fifa_reactions,fifa_balance,fifa_shot_power,fifa_jumping,fifa_stamina,fifa_strength,fifa_long_shots,fifa_aggression,fifa_interceptions,fifa_positioning,fifa_vision,fifa_penalties,fifa_composure,fifa_marking,fifa_standing_tackle,fifa_sliding_tackle,fifa_match_fullname,fuzzy_match_score
Samuel Gigot,FRA,DF,30,15,7,683,7.6,2,0,2,2,0,0,2,0,1.3,1.3,0.0,1.3,7,12,5,0.26,0.0,0.26,0.26,0.26,0.17,0.0,0.17,0.17,0.17,samuel gigot,Defender,right,187.0,IT1,4000000.0,11000000.0,https://img.a.transfermarkt.technology/portrait/header/276896-1703066101.jpg?lm=1,https://www.transfermarkt.co.uk/samuel-gigot/profil/spieler/276896,samuel gigot,S. Gigot,Samuel Gigot,10/12/1993,25,187.96,83.0,CB,France,76,81,8500000.0,1000.0,Right,1,2,2,Normal,18500000.0,,,,,68,20,73,67,25,53,34,33,71,63,60,69,61,75,57,44,63,73,83,27,79,76,39,51,56,67,77,73,75,samuel gigot,100
Patric,ESP,DF,31,10,5,607,6.7,1,0,1,1,0,0,2,0,1.1,1.1,0.0,1.1,4,30,5,0.15,0.0,0.15,0.15,0.15,0.16,0.0,0.16,0.16,0.16,patric,Defender,right,184.0,IT1,4000000.0,9000000.0,https://img.a.transfermarkt.technology/portrait/header/126729-1695026786.jpg?lm=1,https://www.transfermarkt.co.uk/patric/profil/spieler/126729,patric,Patric,Patricio Gabarrón Gil,4/17/1993,25,182.88,72.1,RB,Spain,72,75,3200000.0,26000.0,Right,1,3,2,Lean,5700000.0,,,,,65,49,69,72,25,60,46,48,55,70,67,64,64,68,57,63,67,69,66,57,62,74,55,62,51,67,73,76,74,patricio gabarrón gil,100
Elseid Hysaj,ALB,DF,30,11,4,424,4.7,0,3,3,0,0,0,2,1,0.2,0.2,1.6,1.8,4,14,18,0.0,0.64,0.64,0.0,0.64,0.04,0.35,0.38,0.04,0.38,elseid hysaj,Defender,right,182.0,IT1,2000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/200056-1661350737.jpg?lm=1,https://www.transfermarkt.co.uk/elseid-hysaj/profil/spieler/200056,elseid hysaj,E. Hysaj,Elseid Hysaj,2/2/1994,25,182.88,69.9,RB,Albania,80,85,16500000.0,54000.0,Right,2,3,3,Normal,29300000.0,,,,,75,47,66,77,40,73,40,30,70,77,79,82,76,79,69,68,69,87,69,43,79,80,63,59,40,76,77,81,80,elseid hysaj,100
Gaetano Castrovilli,ITA,"MT,AT",27,9,1,148,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,5,10,6,0.0,0.0,0.0,0.0,0.0,0.05,0.44,0.49,0.05,0.49,gaetano castrovilli,Midfield,right,187.0,IT1,3500000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/303116-1730126731.jpg?lm=1,https://www.transfermarkt.co.uk/gaetano-castrovilli/profil/spieler/303116,gaetano castrovilli,G. Castrovilli,Gaetano Castrovilli,2/17/1997,22,152.4,72.1,"CAM,CM,LW",Italy,65,75,875000.0,9000.0,Right,1,2,2,Lean,,,,,,58,55,49,70,48,62,56,41,67,70,73,68,92,55,78,62,55,33,30,39,40,48,62,62,55,62,41,45,54,gaetano castrovilli,100
Mike Maignan,FRA,GB,29,37,37,"3,294",36.6,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,mike maignan,Goalkeeper,right,191.0,IT1,25000000.0,45000000.0,https://img.a.transfermarkt.technology/portrait/header/182906-1681459155.jpg?lm=1,https://www.transfermarkt.co.uk/mike-maignan/profil/spieler/182906,mike maignan,M. Maignan,Mike Maignan,7/3/1995,23,190.5,88.9,GK,France,76,84,8500000.0,18000.0,Right,1,3,1,Normal,17900000.0,,,,,18,13,17,36,16,22,14,16,27,24,47,46,39,72,55,19,72,28,76,20,17,24,14,50,15,55,14,12,19,mike maignan,100
Theo Hernández,FRA,DF,26,33,30,"2,696",30.0,4,3,7,4,0,1,4,1,2.7,1.9,4.7,6.6,93,132,148,0.13,0.1,0.23,0.13,0.23,0.09,0.16,0.25,0.06,0.22,theo hernandez,Defender,left,184.0,IT1,40000000.0,60000000.0,https://img.a.transfermarkt.technology/portrait/header/339808-1725532072.jpg?lm=1,https://www.transfermarkt.co.uk/theo-hernandez/profil/spieler/339808,theo hernandez,T. Hernández,Theo Bernard François Hernández,10/6/1997,21,182.88,82.1,LB,France,77,85,11000000.0,76000.0,Left,1,3,3,Normal,,,,,,75,50,72,76,62,78,63,64,52,72,90,90,76,66,61,75,62,75,79,56,75,69,58,47,41,65,72,76,79,theo bernard françois hernández,83
Youssouf Fofana,FRA,MT,25,35,29,"2,504",27.8,1,6,7,1,0,0,5,0,1.3,1.3,3.4,4.7,44,176,32,0.04,0.22,0.25,0.04,0.25,0.05,0.12,0.17,0.05,0.17,youssouf fofana,Midfield,right,185.0,IT1,30000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/569598-1725528517.jpg?lm=1,https://www.transfermarkt.co.uk/youssouf-fofana/profil/spieler/569598,youssouf fofana,Y. Fofana,Youssouf Fofana,1/10/1999,20,175.26,68.9,CM,France,66,81,1400000.0,3000.0,Right,1,3,3,Normal,3600000.0,,,,,50,50,58,70,39,67,49,42,66,69,76,76,74,63,73,58,57,68,73,53,64,65,58,63,64,69,61,62,65,youssouf fofana,100
Rafael Leão,POR,AT,25,34,25,"2,323",25.8,8,8,16,8,0,0,5,0,7.6,7.6,8.4,15.9,123,93,262,0.31,0.31,0.62,0.31,0.62,0.29,0.32,0.62,0.29,0.62,rafael leao,Attack,right,188.0,IT1,75000000.0,90000000.0,https://img.a.transfermarkt.technology/portrait/header/357164-1730126553.jpg?lm=1,https://www.transfermarkt.co.uk/rafael-leao/profil/spieler/357164,rafael leao,Rafael Leão,Rafael da Conceição Leão,6/10/1999,19,187.96,81.2,"ST,LM",Portugal,74,86,10000000.0,15000.0,Right,1,4,4,Normal,21000000.0,,,,,62,76,56,64,65,75,72,58,52,73,87,85,75,72,59,77,64,70,77,59,59,21,73,66,63,76,25,24,21,rafael da conceição leão,95
Fikayo Tomori,ENG,DF,26,22,19,"1,593",17.7,0,1,1,0,0,0,4,1,0.1,0.1,0.7,0.8,8,63,3,0.0,0.06,0.06,0.0,0.06,0.0,0.04,0.05,0.0,0.05,fikayo tomori,Defender,right,185.0,IT1,20000000.0,50000000.0,https://img.a.transfermarkt.technology/portrait/header/303254-1684856117.jpg?lm=1,https://www.transfermarkt.co.uk/fikayo-tomori/profil/spieler/303254,fikayo tomori,F. Tomori,Fikayo Tomori,12/19/1997,21,185.42,74.8,CB,England,71,83,3800000.0,17000.0,Right,1,3,2,Lean,7900000.0,,,,,56,33,62,71,32,65,29,40,57,62,81,83,83,64,61,41,71,66,73,36,67,73,33,36,27,73,69,75,69,fikayo tomori,100
Emerson,BRA,DF,25,17,16,"1,377",15.3,0,0,0,0,0,0,5,0,0.4,0.4,0.7,1.1,23,68,71,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.07,0.03,0.07,emerson,Defender,left,176.0,GB1,12000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/181778-1660636930.jpg?lm=1,https://www.transfermarkt.co.uk/emerson/profil/spieler/181778,emerson,Emerson,Emerson Palmieri dos Santos,8/3/1994,24,175.26,77.1,"LB,LM",Italy,76,82,9000000.0,64000.0,Left,2,3,3,Lean,18500000.0,,,,,78,43,60,75,44,78,53,71,66,80,83,78,75,77,72,80,67,74,52,77,65,76,75,45,55,72,75,70,70,emerson palmieri dos santos,100
Tammy Abraham,ENG,AT,26,28,12,"1,183",13.1,3,4,7,2,1,2,1,0,7.1,5.4,2.2,7.6,8,26,69,0.23,0.3,0.53,0.15,0.46,0.54,0.16,0.7,0.41,0.58,tammy abraham,Attack,right,194.0,IT1,15000000.0,50000000.0,https://img.a.transfermarkt.technology/portrait/header/331726-1725531680.jpg?lm=1,https://www.transfermarkt.co.uk/tammy-abraham/profil/spieler/331726,tammy abraham,T. Abraham,Tammy Abraham,10/2/1997,21,190.5,79.8,ST,England,75,85,11000000.0,64000.0,Right,1,3,3,Lean,,,,,,47,78,76,64,62,68,50,42,41,73,71,81,65,74,56,75,69,66,79,64,41,22,77,61,72,73,35,23,15,tammy abraham,100
Ruben Loftus-Cheek,ENG,MT,28,19,10,"1,037",11.5,0,0,0,0,0,0,3,0,0.7,0.7,1.9,2.6,27,51,32,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22,ruben loftus cheek,Midfield,right,191.0,IT1,16000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/202886-1692879593.jpg?lm=1,https://www.transfermarkt.co.uk/ruben-loftus-cheek/profil/spieler/202886,ruben loftus cheek,R. Loftus-Cheek,Ruben Loftus-Cheek,1/23/1996,23,190.5,88.0,"CM,LM",England,78,85,14500000.0,81000.0,Right,1,3,4,Normal,29700000.0,,,,,62,65,58,83,54,82,58,57,81,81,68,74,76,67,70,65,59,75,80,62,79,57,79,79,45,80,59,67,61,ruben loftus-cheek,100
João Félix,POR,MT,24,15,8,760,8.4,2,0,2,2,0,0,3,0,2.7,2.7,1.2,3.8,20,40,56,0.24,0.0,0.24,0.24,0.24,0.32,0.14,0.46,0.32,0.46,joao felix,Attack,right,181.0,IT1,25000000.0,100000000.0,https://img.a.transfermarkt.technology/portrait/header/462250-1668165358.jpg?lm=1,https://www.transfermarkt.co.uk/joao-felix/profil/spieler/462250,joao felix,João Félix,João Félix Sequeira,11/10/1999,19,154.94,69.9,"CF,LW",Portugal,76,89,14000000.0,7000.0,Right,1,3,4,Lean,36800000.0,,,,,65,74,68,70,69,81,75,51,67,78,78,83,84,78,78,74,78,82,64,72,58,38,76,72,62,80,28,42,35,joão félix sequeira,89
Santiago Giménez,MEX,AT,23,14,7,669,7.4,5,2,7,5,0,1,3,1,4.8,4.0,0.9,4.9,13,6,38,0.67,0.27,0.94,0.67,0.94,0.64,0.13,0.77,0.54,0.66,santiago gimenez,Attack,left,183.0,IT1,37000000.0,50000000.0,https://img.a.transfermarkt.technology/portrait/header/552955-1739903736.jpg?lm=1,https://www.transfermarkt.co.uk/santiago-gimenez/profil/spieler/552955,santiago gimenez,S. Jiménez,Santiago Jiménez,3/1/1998,21,175.26,69.9,RB,Colombia,57,74,200000.0,1000.0,Right,1,2,2,Normal,395000.0,,,,,47,25,57,56,23,50,33,33,30,46,72,74,60,55,76,20,60,58,59,27,48,56,52,36,30,37,62,52,49,santiago jiménez,90
Kyle Walker,ENG,DF,34,11,7,659,7.3,0,0,0,0,0,0,1,0,0.0,0.0,0.9,1.0,11,32,19,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.13,0.01,0.13,kyle walker,Defender,right,183.0,IT1,6000000.0,50000000.0,https://img.a.transfermarkt.technology/portrait/header/95424-1668090663.jpg?lm=1,https://www.transfermarkt.co.uk/kyle-walker/profil/spieler/95424,kyle walker,K. Walker,Kyle Walker,5/28/1990,28,182.88,69.9,RB,England,84,84,24500000.0,165000.0,Right,3,2,2,Normal,45300000.0,England,82.0,RB,2.0,81,51,74,78,57,79,76,71,75,78,86,93,67,83,72,86,83,89,77,69,78,81,67,69,63,75,78,84,83,kyle walker,100
Noah Okafor,SUI,AT,24,11,5,414,4.6,1,0,1,1,0,0,0,0,1.5,1.5,0.3,1.9,21,12,48,0.22,0.0,0.22,0.22,0.22,0.33,0.07,0.41,0.33,0.41,noah okafor,Attack,right,185.0,IT1,15000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/346890-1692879855.jpg?lm=1,https://www.transfermarkt.co.uk/noah-okafor/profil/spieler/346890,noah okafor,N. Okafor,Noah Okafor,5/24/2000,18,185.42,84.8,"LM,RM",Switzerland,61,81,525000.0,2000.0,Left,1,3,3,Normal,1300000.0,,,,,60,58,60,52,51,67,62,43,43,64,78,81,79,49,60,65,65,60,79,56,53,20,59,46,54,54,40,25,20,noah okafor,100
Davide Calabria,ITA,DF,27,7,4,316,3.5,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,8,24,31,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.14,0.08,0.14,davide calabria,Defender,right,176.0,IT1,7500000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/262523-1684856316.jpg?lm=1,https://www.transfermarkt.co.uk/davide-calabria/profil/spieler/262523,davide calabria,D. Calabria,Davide Calabria,12/6/1996,22,175.26,69.9,RB,Italy,78,88,14500000.0,52000.0,Right,1,3,3,Normal,27600000.0,,,,,79,30,64,75,58,73,76,48,68,74,81,77,83,74,78,62,69,81,64,48,78,77,42,50,48,74,78,78,77,davide calabria,100
Ismaël Bennacer,ALG,MT,26,6,4,300,3.3,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,8,23,12,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.02,0.07,ismaël bennacer,Midfield,left,175.0,FR1,15000000.0,40000000.0,https://img.a.transfermarkt.technology/portrait/header/351816-1663575089.jpg?lm=1,https://www.transfermarkt.co.uk/ismael-bennacer/profil/spieler/351816,ismaël bennacer,I. Bennacer,Ismaël Bennacer,12/1/1997,21,172.72,64.0,"CM,CDM",Algeria,73,83,6500000.0,9000.0,Left,1,3,3,Lean,13000000.0,,,,,70,69,70,75,69,73,69,71,71,74,70,72,73,74,79,73,72,77,59,70,58,62,69,71,68,70,62,64,63,ismaël bennacer,100
Marco Sportiello,ITA,GB,32,2,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,marco sportiello,Goalkeeper,right,192.0,IT1,1500000.0,10000000.0,https://img.a.transfermarkt.technology/portrait/header/199976-1661351013.jpg?lm=1,https://www.transfermarkt.co.uk/marco-sportiello/profil/spieler/199976,marco sportiello,M. Sportiello,Marco Sportiello,5/10/1992,26,193.04,87.1,GK,Italy,78,80,8500000.0,22000.0,Right,2,2,1,Lean,,,,,,13,18,18,32,12,19,14,21,19,22,48,38,55,74,58,19,68,37,66,17,23,29,18,44,21,59,26,17,13,marco sportiello,100
Alessandro Florenzi,ITA,AT,33,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,alessandro florenzi,Defender,right,173.0,IT1,1500000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/130365-1663574873.jpg?lm=1,https://www.transfermarkt.co.uk/alessandro-florenzi/profil/spieler/130365,alessandro florenzi,A. Florenzi,Alessandro  Florenzi,3/11/1991,27,172.72,67.1,"RB,RW,LW",Italy,82,83,20500000.0,73000.0,Right,3,3,4,Lean,36400000.0,Italy,83.0,RB,16.0,77,70,72,77,87,78,73,79,75,79,86,84,87,80,82,82,74,90,67,82,79,79,82,76,76,80,76,79,78,alessandro  florenzi,100
Remo Freuler,SUI,MT,32,37,37,"3,204",35.6,1,2,3,1,0,0,6,0,1.3,1.3,1.5,2.7,39,208,56,0.03,0.06,0.08,0.03,0.08,0.04,0.04,0.08,0.04,0.08,remo freuler,Midfield,right,180.0,IT1,6500000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/148252-1688044464.jpg?lm=1,https://www.transfermarkt.co.uk/remo-freuler/profil/spieler/148252,remo freuler,R. Freuler,Remo Freuler,4/15/1992,26,154.94,77.1,CM,Switzerland,77,78,10500000.0,28000.0,Right,2,3,4,Normal,18600000.0,Switzerland,77.0,RDM,8.0,70,65,41,78,68,75,60,70,76,77,69,69,71,77,61,70,58,78,66,72,60,73,76,74,61,76,76,72,68,remo freuler,100
Jhon Lucumí,COL,DF,26,32,29,"2,614",29.0,0,1,1,0,0,0,8,1,0.6,0.6,0.4,1.0,34,108,7,0.0,0.03,0.03,0.0,0.03,0.02,0.01,0.03,0.02,0.03,jhon lucumi,Defender,left,187.0,IT1,18000000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/413565-1663657119.jpg?lm=1,https://www.transfermarkt.co.uk/jhon-lucumi/profil/spieler/413565,jhon lucumi,J. Lucumi,Jhon Lucumi,6/26/1998,20,185.42,78.0,"CB,LB",Colombia,72,83,4700000.0,8000.0,Left,1,3,2,Normal,8000000.0,,,,,52,23,68,65,23,54,32,31,64,64,65,75,58,69,53,38,65,70,75,28,60,74,33,36,36,64,71,76,72,jhon lucumi,100
Santiago Castro,ARG,AT,19,36,27,"2,294",25.5,8,4,12,8,0,1,7,0,7.7,6.9,2.9,9.8,17,39,136,0.31,0.16,0.47,0.31,0.47,0.3,0.11,0.41,0.27,0.38,santiago castro,Attack,right,179.0,IT1,35000000.0,35000000.0,https://img.a.transfermarkt.technology/portrait/header/849520-1724827267.jpg?lm=1,https://www.transfermarkt.co.uk/santiago-castro/profil/spieler/849520,santiago castro,Tiago Castro,Tiago Augusto Oliveira Castro,1/31/1996,23,175.26,68.9,"RW,CM",Portugal,66,72,875000.0,2000.0,Left,1,2,3,Normal,2000000.0,,,,,70,54,53,72,48,69,72,67,69,70,66,65,69,67,74,67,54,52,46,56,44,38,57,70,65,59,36,48,45,tiago augusto oliveira castro,89
Juan Miranda,ESP,DF,24,31,25,"2,277",25.3,0,6,6,0,0,0,4,1,0.7,0.7,6.1,6.8,34,163,88,0.0,0.24,0.24,0.0,0.24,0.03,0.24,0.27,0.03,0.27,juan miranda,Defender,left,185.0,IT1,11000000.0,11000000.0,https://img.a.transfermarkt.technology/portrait/header/341227-1689338510.jpg?lm=1,https://www.transfermarkt.co.uk/juan-miranda/profil/spieler/341227,juan miranda,B. Miranda,Bruno Miranda,2/10/1998,21,154.94,66.2,ST,Bolivia,63,73,,,Right,1,3,2,Lean,,,,,,28,66,56,43,46,57,48,33,33,60,79,82,84,62,50,64,57,35,60,50,28,16,64,47,52,54,23,17,18,bruno miranda,80
Jens Odgaard,DEN,"MT,AT",25,29,24,"1,952",21.7,6,1,7,6,0,0,1,0,3.6,3.6,1.8,5.4,35,50,99,0.28,0.05,0.32,0.28,0.32,0.17,0.08,0.25,0.17,0.25,jens odgaard,Midfield,left,188.0,IT1,12000000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/345590-1706697621.jpg?lm=1,https://www.transfermarkt.co.uk/jens-odgaard/profil/spieler/345590,jens odgaard,J. Odgaard,Jens Odgaard,3/31/1999,19,187.96,79.8,"ST,RM",Denmark,62,80,650000.0,4000.0,Left,1,3,3,Normal,1600000.0,,,,,42,59,54,56,44,63,49,34,38,65,68,66,64,56,73,64,60,40,67,55,39,22,63,54,59,64,55,31,22,jens odgaard,100
Riccardo Orsolini,ITA,AT,27,30,23,"1,878",20.9,15,4,19,12,3,3,2,0,10.1,7.8,3.7,11.5,61,69,186,0.72,0.19,0.91,0.58,0.77,0.49,0.18,0.66,0.37,0.55,riccardo orsolini,Attack,left,183.0,IT1,20000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/368482-1724827463.jpg?lm=1,https://www.transfermarkt.co.uk/riccardo-orsolini/profil/spieler/368482,riccardo orsolini,R. Orsolini,Riccardo Orsolini,1/24/1997,22,182.88,73.0,"RW,RM",Italy,73,85,7000000.0,52000.0,Left,1,4,4,Normal,,,,,,76,58,52,76,68,79,76,66,60,80,79,77,78,64,68,76,50,64,66,68,44,40,62,68,56,74,52,26,24,riccardo orsolini,100
Nikola Moro,CRO,MT,26,22,15,"1,208",13.4,0,2,2,0,0,0,1,0,0.5,0.5,0.8,1.3,17,93,21,0.0,0.15,0.15,0.0,0.15,0.04,0.06,0.1,0.04,0.1,nikola moro,Midfield,right,184.0,IT1,5000000.0,9000000.0,https://img.a.transfermarkt.technology/portrait/header/316934-1692964241.jpg?lm=1,https://www.transfermarkt.co.uk/nikola-moro/profil/spieler/316934,nikola moro,N. Moro,Nikola Moro,3/12/1998,20,182.88,77.1,"CDM,CM",Croatia,71,82,3600000.0,1000.0,Right,1,4,3,Normal,8600000.0,,,,,65,63,37,77,52,74,60,68,81,75,72,68,64,72,56,72,47,66,68,71,59,69,62,74,56,73,60,65,67,nikola moro,100
Lorenzo De Silvestri,ITA,DF,36,18,13,"1,060",11.8,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.1,4,46,30,0.08,0.0,0.08,0.08,0.08,0.07,0.02,0.09,0.07,0.09,lorenzo de silvestri,Defender,right,187.0,IT1,400000.0,6000000.0,https://img.a.transfermarkt.technology/portrait/header/33571-1595929290.jpg?lm=1,https://www.transfermarkt.co.uk/lorenzo-de-silvestri/profil/spieler/33571,lorenzo de silvestri,L. De Silvestri,Lorenzo De Silvestri,5/23/1988,30,185.42,83.9,"RM,RB",Italy,75,75,6500000.0,37000.0,Right,2,3,4,Normal,11100000.0,,,,,80,64,83,76,61,74,68,62,71,76,75,75,68,78,58,74,78,77,78,74,71,74,71,62,52,72,74,77,75,lorenzo de silvestri,100
Emil Holm,SWE,DF,24,21,12,"1,137",12.6,1,1,2,1,0,0,3,0,0.6,0.6,0.7,1.3,29,49,43,0.08,0.08,0.16,0.08,0.16,0.05,0.06,0.1,0.05,0.1,emil holm,Defender,right,191.0,IT1,8000000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/496745-1688450376.jpg?lm=1,https://www.transfermarkt.co.uk/emil-holm/profil/spieler/496745,emil holm,E. Holm,Emil Holm,5/13/2000,18,190.5,83.0,CB,Sweden,50,67,50000.0,1000.0,Right,1,3,2,Lean,94000.0,,,,,48,21,51,44,28,54,34,31,41,32,65,61,53,50,48,29,62,59,68,32,48,43,38,35,33,40,41,53,48,emil holm,100
Federico Ravaglia,ITA,GB,24,12,11,"1,056",11.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,federico ravaglia,Goalkeeper,right,196.0,IT1,1000000.0,1000000.0,https://img.a.transfermarkt.technology/portrait/header/390304-1701253429.jpg?lm=1,https://www.transfermarkt.co.uk/federico-ravaglia/profil/spieler/390304,federico ravaglia,F. Varela,Federico Varela,5/7/1996,22,175.26,64.0,"CM,CAM,RM",Argentina,68,77,1400000.0,5000.0,Right,1,3,3,Normal,,,,,,53,52,48,72,63,70,72,46,68,71,73,72,71,68,79,74,59,71,51,61,58,47,68,68,57,66,40,59,53,federico varela,81
Lewis Ferguson,SCO,MT,24,16,10,983,10.9,1,1,2,0,1,1,0,0,1.0,0.2,1.1,1.3,20,53,26,0.09,0.09,0.18,0.0,0.09,0.09,0.1,0.19,0.02,0.12,lewis ferguson,Midfield,right,181.0,IT1,24000000.0,24000000.0,https://img.a.transfermarkt.technology/portrait/header/428563-1663656344.jpg?lm=1,https://www.transfermarkt.co.uk/lewis-ferguson/profil/spieler/428563,lewis ferguson,L. Ferguson,Lewis Ferguson,8/24/1999,19,154.94,74.8,"CM,CAM,CDM",Scotland,67,83,1600000.0,2000.0,Right,1,3,3,Normal,3700000.0,,,,,42,62,51,68,59,66,49,56,66,68,73,72,79,61,76,62,63,69,69,59,60,55,62,70,44,51,53,63,57,lewis ferguson,100
Giovanni Fabbian,ITA,MT,21,30,9,"1,023",11.4,3,1,4,3,0,0,2,0,2.3,2.3,1.3,3.7,14,17,43,0.26,0.09,0.35,0.26,0.35,0.21,0.12,0.32,0.21,0.32,giovanni fabbian,Midfield,right,186.0,IT1,13000000.0,14000000.0,https://img.a.transfermarkt.technology/portrait/header/633668-1695027735.jpg?lm=1,https://www.transfermarkt.co.uk/giovanni-fabbian/profil/spieler/633668,giovanni fabbian,G. Fabiano,Gianni Fabiano,7/9/1984,34,167.64,68.0,"LW,RW",Italy,63,63,220000.0,1000.0,Right,1,3,2,Normal,341000.0,,,,,62,61,49,58,53,63,58,51,51,60,74,80,82,62,92,69,50,70,47,55,32,31,61,53,58,54,35,17,15,gianni fabiano,87
Michel Aebischer,SUI,MT,27,14,9,724,8.0,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,8,33,17,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,michel aebischer,Midfield,right,183.0,IT1,10000000.0,11000000.0,https://img.a.transfermarkt.technology/portrait/header/237658-1669289063.jpg?lm=1,https://www.transfermarkt.co.uk/michel-aebischer/profil/spieler/237658,michel aebischer,M. Aebischer,Michel Aebischer,1/6/1997,22,182.88,73.9,"CM,CDM",Switzerland,64,75,775000.0,4000.0,Right,1,4,2,Lean,1300000.0,,,,,58,62,54,65,41,61,44,39,63,67,68,65,66,61,66,56,64,74,58,54,58,55,58,66,45,56,53,58,54,michel aebischer,100
Stefan Posch,AUT,DF,27,14,7,714,7.9,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,11,36,35,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,stefan posch,Defender,right,190.0,IT1,10000000.0,14000000.0,https://img.a.transfermarkt.technology/portrait/header/223974-1725531246.jpg?lm=1,https://www.transfermarkt.co.uk/stefan-posch/profil/spieler/223974,stefan posch,S. Posch,Stefan Posch,5/14/1997,21,187.96,76.2,CB,Austria,70,78,2300000.0,11000.0,Right,1,3,2,Lean,4300000.0,,,,,25,23,66,62,28,28,26,24,45,44,54,55,42,64,58,42,72,63,72,25,57,72,29,32,38,66,71,76,73,stefan posch,100
Davide Calabria,ITA,DF,27,11,7,632,7.0,0,1,1,0,0,0,3,0,0.1,0.1,1.3,1.4,7,40,20,0.0,0.14,0.14,0.0,0.14,0.01,0.18,0.19,0.01,0.19,davide calabria,Defender,right,176.0,IT1,7500000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/262523-1684856316.jpg?lm=1,https://www.transfermarkt.co.uk/davide-calabria/profil/spieler/262523,davide calabria,D. Calabria,Davide Calabria,12/6/1996,22,175.26,69.9,RB,Italy,78,88,14500000.0,52000.0,Right,1,3,3,Normal,27600000.0,,,,,79,30,64,75,58,73,76,48,68,74,81,77,83,74,78,62,69,81,64,48,78,77,42,50,48,74,78,78,77,davide calabria,100
