Unnamed: 0,Player,Nation,Position,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals Made,Penalty Attempts,Yellow Cards,Red Cards,xG,npxG,xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Receives,Goals Per 90,Assists Per 90,Goals + Assists Per 90,Non-Penalty Goals Per 90,Non-Penalty Goals + Assists Per 90,xG Per 90,xAG Per 90,xG + xAG Per 90,npxG Per 90,npxG + xAG Per 90,name_clean,position,foot,height_in_cm,current_club_domestic_competition_id,market_value_in_eur,highest_market_value_in_eur,image_url,url
1586,Kevin Martins,ITA,"MT,DF",19,9,1,183,2.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,3,6,10,0.0,0.49,0.49,0.0,0.49,0.0,0.19,0.19,0.0,0.19,kevin martins,Attack,right,180.0,IT1,1500000.0,1500000.0,https://img.a.transfermarkt.technology/portrait/header/724069-1739282665.jpg?lm=1,https://www.transfermarkt.co.uk/kevin-martins/profil/spieler/724069
1587,Roberto Gagliardini,ITA,"MT,DF",30,8,0,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,5,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,roberto gagliardini,Midfield,right,188.0,IT1,2000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/197471-1641817964.jpg?lm=1,https://www.transfermarkt.co.uk/roberto-gagliardini/profil/spieler/197471
1589,Gerónimo Rulli,ARG,GB,32,34,34,"3,060",34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,geronimo rulli,Goalkeeper,right,189.0,FR1,8000000.0,14000000.0,https://img.a.transfermarkt.technology/portrait/header/229604-1698670758.jpg?lm=1,https://www.transfermarkt.co.uk/geronimo-rulli/profil/spieler/229604
1591,Adrien Rabiot,FRA,MT,29,29,27,"2,485",27.6,9,4,13,9,0,0,4,0,7.3,7.3,3.8,11.1,79,168,174,0.33,0.14,0.47,0.33,0.47,0.26,0.14,0.4,0.26,0.4,adrien rabiot,Midfield,left,191.0,FR1,25000000.0,50000000.0,https://img.a.transfermarkt.technology/portrait/header/182913-1681462009.jpg?lm=1,https://www.transfermarkt.co.uk/adrien-rabiot/profil/spieler/182913
1593,Leonardo Balerdi,ARG,DF,25,27,27,"2,273",25.3,0,0,0,0,0,0,9,1,0.9,0.9,0.7,1.7,13,105,5,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,leonardo balerdi,Defender,right,187.0,FR1,20000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/575998-1640777749.jpg?lm=1,https://www.transfermarkt.co.uk/leonardo-balerdi/profil/spieler/575998
1594,Quentin Merlin,FRA,DF,22,27,21,"1,589",17.7,1,3,4,1,0,0,1,0,2.1,2.1,3.0,5.0,40,86,169,0.06,0.17,0.23,0.06,0.23,0.12,0.17,0.28,0.12,0.28,quentin merlin,Defender,left,174.0,FR1,12000000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/557613-1704213356.jpg?lm=1,https://www.transfermarkt.co.uk/quentin-merlin/profil/spieler/557613
1595,Valentin Rongier,FRA,"MT,DF",29,25,17,"1,562",17.4,3,1,4,3,0,0,5,0,1.0,1.0,1.1,2.1,25,110,28,0.17,0.06,0.23,0.17,0.23,0.06,0.06,0.12,0.06,0.12,valentin rongier,Midfield,right,172.0,FR1,9000000.0,22000000.0,https://img.a.transfermarkt.technology/portrait/header/332889-1703065877.jpg?lm=1,https://www.transfermarkt.co.uk/valentin-rongier/profil/spieler/332889
1596,Derek Cornelius,CAN,DF,26,21,17,"1,420",15.8,0,0,0,0,0,0,9,2,0.9,0.9,0.1,1.0,10,68,11,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06,derek cornelius,Defender,left,187.0,FR1,5000000.0,5000000.0,https://img.a.transfermarkt.technology/portrait/header/328609-1618857970.jpg?lm=1,https://www.transfermarkt.co.uk/derek-cornelius/profil/spieler/328609
1597,Neal Maupay,FRA,AT,27,22,13,"1,042",11.6,4,4,8,4,0,0,3,1,4.1,4.1,2.2,6.3,12,37,81,0.35,0.35,0.69,0.35,0.69,0.36,0.19,0.54,0.36,0.54,neal maupay,Attack,right,171.0,FR1,10000000.0,22000000.0,https://img.a.transfermarkt.technology/portrait/header/217115-1700737951.jpg?lm=1,https://www.transfermarkt.co.uk/neal-maupay/profil/spieler/217115
1598,Ulisses Garcia,SUI,DF,28,20,10,930,10.3,2,2,4,2,0,0,2,0,1.5,1.5,1.4,2.9,23,53,87,0.19,0.19,0.39,0.19,0.39,0.15,0.14,0.28,0.15,0.28,ulisses garcia,Defender,left,182.0,FR1,4000000.0,4000000.0,https://img.a.transfermarkt.technology/portrait/header/192616-1700236348.jpg?lm=1,https://www.transfermarkt.co.uk/ulisses-garcia/profil/spieler/192616
1599,Lilian Brassier,FRA,DF,24,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,lilian brassier,Defender,left,186.0,FR1,10000000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/485960-1736237346.jpg?lm=1,https://www.transfermarkt.co.uk/lilian-brassier/profil/spieler/485960
1600,Ismaël Bennacer,ALG,MT,26,12,8,646,7.2,0,2,2,0,0,0,2,0,0.1,0.1,1.8,1.9,14,72,8,0.0,0.28,0.28,0.0,0.28,0.01,0.25,0.26,0.01,0.26,ismaël bennacer,Midfield,left,175.0,FR1,15000000.0,40000000.0,https://img.a.transfermarkt.technology/portrait/header/351816-1663575089.jpg?lm=1,https://www.transfermarkt.co.uk/ismael-bennacer/profil/spieler/351816
1601,Amine Harit,MAR,MT,27,13,8,519,5.8,2,4,6,2,0,0,1,1,0.8,0.8,2.4,3.2,13,35,34,0.35,0.69,1.04,0.35,1.04,0.14,0.42,0.56,0.14,0.56,amine harit,Midfield,right,180.0,FR1,10000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/372711-1666815306.jpg?lm=1,https://www.transfermarkt.co.uk/amine-harit/profil/spieler/372711
1602,Elye Wahi,FRA,AT,21,13,7,574,6.4,3,1,4,2,1,1,1,0,6.0,5.2,0.4,5.6,7,7,41,0.47,0.16,0.63,0.31,0.47,0.94,0.07,1.0,0.81,0.88,elye wahi,Attack,right,181.0,L1,25000000.0,40000000.0,https://img.a.transfermarkt.technology/portrait/header/659542-1736944991.jpg?lm=1,https://www.transfermarkt.co.uk/elye-wahi/profil/spieler/659542
1603,Pol Lirola,ESP,DF,26,19,5,680,7.6,1,2,3,1,0,0,1,1,0.6,0.6,0.7,1.3,12,21,40,0.13,0.26,0.4,0.13,0.4,0.08,0.09,0.17,0.08,0.17,pol lirola,Defender,right,183.0,FR1,4000000.0,13000000.0,https://img.a.transfermarkt.technology/portrait/header/298975-1673514557.jpg?lm=1,https://www.transfermarkt.co.uk/pol-lirola/profil/spieler/298975
1604,Bilal Nadir,MAR,MT,20,15,5,383,4.3,1,0,1,1,0,0,2,0,0.6,0.6,0.4,1.0,18,18,25,0.23,0.0,0.23,0.23,0.23,0.14,0.1,0.24,0.14,0.24,bilal nadir,Midfield,left,179.0,FR1,5000000.0,5000000.0,https://img.a.transfermarkt.technology/portrait/header/659520-1741961204.jpg?lm=1,https://www.transfermarkt.co.uk/bilal-nadir/profil/spieler/659520
1605,Ismaël Koné,CAN,"MT,AT",22,8,3,360,4.0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.6,2,10,10,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,ismaël kone,Midfield,right,188.0,FR1,10000000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/921655-1646130817.jpg?lm=1,https://www.transfermarkt.co.uk/ismael-kone/profil/spieler/921655
1607,Luiz Felipe,ITA,DF,27,4,2,122,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,luiz felipe,Defender,right,187.0,FR1,6000000.0,22000000.0,https://img.a.transfermarkt.technology/portrait/header/457931-1595857216.jpg?lm=1,https://www.transfermarkt.co.uk/luiz-felipe/profil/spieler/457931
1607,Luiz Felipe,ITA,DF,27,4,2,122,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,luiz felipe,Goalkeeper,left,198.0,PO1,200000.0,700000.0,https://img.a.transfermarkt.technology/portrait/header/573907-1569658184.png?lm=1,https://www.transfermarkt.co.uk/luiz-felipe/profil/spieler/573907
1608,Valentin Carboni,ARG,"MT,AT",19,4,1,103,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,4,4,8,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14,valentin carboni,Midfield,left,185.0,IT1,12000000.0,15000000.0,https://img.a.transfermarkt.technology/portrait/header/787618-1667405332.jpg?lm=1,https://www.transfermarkt.co.uk/valentin-carboni/profil/spieler/787618
1610,Bamo Meïté,CIV,DF,22,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bamo meïte,Defender,right,184.0,FR1,5000000.0,7000000.0,https://img.a.transfermarkt.technology/portrait/header/807165-1724754649.jpg?lm=1,https://www.transfermarkt.co.uk/bamo-meite/profil/spieler/807165
1613,Keyliane Abdallah,FRA,AT,18,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,keyliane abdallah,Attack,left,185.0,FR1,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/keyliane-abdallah/profil/spieler/1183719
1614,Thilo Kehrer,GER,DF,27,27,27,"2,383",26.5,4,0,4,4,0,0,1,0,1.5,1.5,0.3,1.8,16,139,2,0.15,0.0,0.15,0.15,0.15,0.06,0.01,0.07,0.06,0.07,thilo kehrer,Defender,both,186.0,FR1,15000000.0,35000000.0,https://img.a.transfermarkt.technology/portrait/header/228948-1737490227.jpg?lm=1,https://www.transfermarkt.co.uk/thilo-kehrer/profil/spieler/228948
1615,Takumi Minamino,JPN,"MT,AT",29,31,27,"2,231",24.8,6,3,9,6,0,0,4,0,8.9,8.9,6.6,15.5,51,114,193,0.24,0.12,0.36,0.24,0.36,0.36,0.26,0.62,0.36,0.62,takumi minamino,Attack,right,172.0,FR1,15000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/165793-1737490576.jpg?lm=1,https://www.transfermarkt.co.uk/takumi-minamino/profil/spieler/165793
1616,Lamine Camara,SEN,MT,20,29,25,"2,054",22.8,2,7,9,2,0,0,10,1,2.3,2.3,4.4,6.7,25,141,46,0.09,0.31,0.39,0.09,0.39,0.1,0.19,0.29,0.1,0.29,lamine camara,Midfield,right,173.0,FR1,20000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/918969-1726834088.jpg?lm=1,https://www.transfermarkt.co.uk/lamine-camara/profil/spieler/918969
1617,Denis Zakaria,SUI,MT,27,26,24,"2,144",23.8,6,4,10,4,2,2,5,0,5.2,3.6,1.4,5.0,27,113,36,0.25,0.17,0.42,0.17,0.34,0.22,0.06,0.28,0.15,0.21,denis zakaria,Midfield,right,190.0,FR1,30000000.0,45000000.0,https://img.a.transfermarkt.technology/portrait/header/334526-1667990520.jpg?lm=1,https://www.transfermarkt.co.uk/denis-zakaria/profil/spieler/334526
1618,Wilfried Singo,CIV,DF,23,27,23,"2,096",23.3,1,2,3,1,0,0,4,0,1.9,1.9,1.5,3.4,35,118,27,0.04,0.09,0.13,0.04,0.13,0.08,0.06,0.14,0.08,0.14,wilfried singo,Defender,right,190.0,FR1,25000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/648779-1737490058.jpg?lm=1,https://www.transfermarkt.co.uk/wilfried-singo/profil/spieler/648779
1619,Vanderson,BRA,DF,23,29,23,"2,064",22.9,1,3,4,1,0,0,6,1,2.2,2.2,3.1,5.3,57,102,151,0.04,0.13,0.17,0.04,0.17,0.1,0.14,0.23,0.1,0.23,vanderson,Defender,right,173.0,FR1,20000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/789082-1655282894.jpg?lm=1,https://www.transfermarkt.co.uk/vanderson/profil/spieler/789082
1620,Eliesse Ben Seghir,MAR,"MT,AT",19,33,19,"1,750",19.4,6,3,9,4,2,2,0,0,5.5,4.1,5.2,9.3,85,122,170,0.31,0.15,0.46,0.21,0.36,0.29,0.27,0.55,0.21,0.48,eliesse ben seghir,Attack,right,178.0,FR1,30000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/810895-1682691420.jpg?lm=1,https://www.transfermarkt.co.uk/eliesse-ben-seghir/profil/spieler/810895
1621,Philipp Köhn,SUI,GB,26,19,19,"1,710",19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,philipp kohn,Goalkeeper,right,190.0,FR1,4000000.0,8000000.0,https://img.a.transfermarkt.technology/portrait/header/251322-1661531623.png?lm=1,https://www.transfermarkt.co.uk/philipp-kohn/profil/spieler/251322
1622,Christian Mawissa,FRA,DF,19,22,17,"1,501",16.7,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,13,44,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,christian mawissa,Defender,left,184.0,FR1,12000000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/1005240-1708555606.jpg?lm=1,https://www.transfermarkt.co.uk/christian-mawissa/profil/spieler/1005240
1623,Mika Biereth,DEN,AT,21,16,16,"1,228",13.6,13,2,15,12,1,2,0,0,11.3,9.7,4.5,14.2,14,24,110,0.95,0.15,1.1,0.88,1.03,0.83,0.33,1.16,0.71,1.04,mika biereth,Attack,right,187.0,FR1,25000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/565821-1736777758.jpg?lm=1,https://www.transfermarkt.co.uk/mika-biereth/profil/spieler/565821
1625,Aleksandr Golovin,RUS,"MT,AT",28,19,13,"1,153",12.8,3,0,3,3,0,0,1,0,2.3,2.3,2.4,4.7,39,112,72,0.23,0.0,0.23,0.23,0.23,0.18,0.19,0.37,0.18,0.37,aleksandr golovin,Midfield,right,178.0,FR1,25000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/263918-1614091807.jpg?lm=1,https://www.transfermarkt.co.uk/aleksandr-golovin/profil/spieler/263918
1626,Soungoutou Magassa,FRA,MT,20,21,12,"1,025",11.4,0,1,1,0,0,0,5,1,0.5,0.5,0.9,1.4,6,63,11,0.0,0.09,0.09,0.0,0.09,0.04,0.08,0.12,0.04,0.12,soungoutou magassa,Midfield,right,190.0,FR1,12000000.0,12000000.0,https://img.a.transfermarkt.technology/portrait/header/745181-1666691600.jpg?lm=1,https://www.transfermarkt.co.uk/soungoutou-magassa/profil/spieler/745181
1627,Mohammed Salisu,GHA,DF,25,15,11,"1,023",11.4,1,0,1,1,0,0,2,0,0.8,0.8,0.1,0.8,8,68,3,0.09,0.0,0.09,0.09,0.09,0.07,0.0,0.07,0.07,0.07,mohammed salisu,Defender,left,188.0,FR1,15000000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/563963-1668428508.jpg?lm=1,https://www.transfermarkt.co.uk/mohammed-salisu/profil/spieler/563963
1628,Jordan Teze,NED,DF,24,16,8,569,6.3,1,0,1,1,0,0,2,1,1.2,1.2,1.5,2.7,9,31,41,0.16,0.0,0.16,0.16,0.16,0.19,0.24,0.43,0.19,0.43,jordan teze,Defender,right,183.0,FR1,12000000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/364245-1707214531.jpg?lm=1,https://www.transfermarkt.co.uk/jordan-teze/profil/spieler/364245
1629,Folarin Balogun,USA,AT,23,13,7,615,6.8,4,0,4,4,0,0,0,0,4.8,4.8,0.9,5.6,21,9,73,0.59,0.0,0.59,0.59,0.59,0.7,0.13,0.82,0.7,0.82,folarin balogun,Attack,right,178.0,FR1,20000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/503770-1672838317.jpg?lm=1,https://www.transfermarkt.co.uk/folarin-balogun/profil/spieler/503770
1630,George Ilenikhena,NGA,AT,17,23,6,717,8.0,3,2,5,3,0,0,0,0,5.1,5.1,1.4,6.5,8,10,58,0.38,0.25,0.63,0.38,0.63,0.64,0.18,0.81,0.64,0.81,george ilenikhena,Attack,left,185.0,FR1,15000000.0,15000000.0,https://img.a.transfermarkt.technology/portrait/header/1004834-1702545922.jpg?lm=1,https://www.transfermarkt.co.uk/george-ilenikhena/profil/spieler/1004834
1632,Ismail Jakobs,SEN,DF,24,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,9,6,17,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,ismail jakobs,Defender,left,184.0,TR1,7000000.0,8000000.0,https://img.a.transfermarkt.technology/portrait/header/375137-1744296477.jpg?lm=1,https://www.transfermarkt.co.uk/ismail-jakobs/profil/spieler/375137
1633,Saïmon Bouabré,FRA,"MT,AT",18,3,1,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,saïmon bouabre,Midfield,right,174.0,FR1,200000.0,300000.0,https://img.a.transfermarkt.technology/portrait/header/955356-1693947953.png?lm=1,https://www.transfermarkt.co.uk/saimon-bouabre/profil/spieler/955356
1634,Eliot Matazo,BEL,MT,22,3,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,eliot matazo,Midfield,right,170.0,FR1,5000000.0,8000000.0,https://img.a.transfermarkt.technology/portrait/header/535834-1706869303.jpg?lm=1,https://www.transfermarkt.co.uk/eliot-matazo/profil/spieler/535834
1635,Mamadou Coulibaly,FRA,MT,20,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.85,0.85,0.85,mamadou coulibaly,Midfield,right,183.0,IT1,1300000.0,3000000.0,https://img.a.transfermarkt.technology/portrait/header/472161-1692277982.jpg?lm=1,https://www.transfermarkt.co.uk/mamadou-coulibaly/profil/spieler/472161
1635,Mamadou Coulibaly,FRA,MT,20,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.85,0.85,0.85,mamadou coulibaly,Midfield,left,,FR1,300000.0,300000.0,https://img.a.transfermarkt.technology/portrait/header/745173-1693947752.png?lm=1,https://www.transfermarkt.co.uk/mamadou-coulibaly/profil/spieler/745173
1637,Hicham Boudaoui,ALG,MT,24,29,27,"2,435",27.1,2,3,5,2,0,0,9,0,2.7,2.7,3.0,5.8,54,124,75,0.07,0.11,0.18,0.07,0.18,0.1,0.11,0.21,0.1,0.21,hicham boudaoui,Midfield,right,175.0,FR1,10000000.0,10000000.0,https://img.a.transfermarkt.technology/portrait/header/560593-1739972051.jpg?lm=1,https://www.transfermarkt.co.uk/hicham-boudaoui/profil/spieler/560593
1638,Moïse Bombito,CAN,DF,24,27,25,"2,192",24.4,0,0,0,0,0,0,3,1,0.7,0.7,0.2,1.0,27,97,10,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,moïse bombito,Defender,right,190.0,FR1,10000000.0,10000000.0,https://img.a.transfermarkt.technology/portrait/header/1089202-1739970982.jpg?lm=1,https://www.transfermarkt.co.uk/moise-bombito/profil/spieler/1089202
1639,Youssouf Ndayishimiye,BDI,DF,25,23,22,"1,932",21.5,3,0,3,3,0,0,5,0,0.9,0.9,0.2,1.1,17,86,9,0.14,0.0,0.14,0.14,0.14,0.04,0.01,0.05,0.04,0.05,youssouf ndayishimiye,Defender,right,183.0,FR1,12000000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/674612-1739970953.jpg?lm=1,https://www.transfermarkt.co.uk/youssouf-ndayishimiye/profil/spieler/674612
1640,Dante,BRA,DF,40,25,21,"1,964",21.8,0,0,0,0,0,0,5,1,0.5,0.5,0.2,0.6,18,96,8,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,dante,Defender,left,188.0,FR1,500000.0,17000000.0,https://img.a.transfermarkt.technology/portrait/header/16136-1739971106.jpg?lm=1,https://www.transfermarkt.co.uk/dante/profil/spieler/16136
1641,Pablo Rosario,DOM,"MT,DF",27,29,21,"1,775",19.7,3,1,4,2,1,1,6,1,3.8,3.0,0.6,3.5,17,89,25,0.15,0.05,0.2,0.1,0.15,0.19,0.03,0.22,0.15,0.18,pablo rosario,Midfield,right,185.0,FR1,8000000.0,13000000.0,https://img.a.transfermarkt.technology/portrait/header/370791-1739972016.jpg?lm=1,https://www.transfermarkt.co.uk/pablo-rosario/profil/spieler/370791
1642,Gaëtan Laborde,FRA,AT,30,28,20,"1,829",20.3,11,4,15,7,4,4,1,0,11.7,8.6,3.5,12.0,30,40,131,0.54,0.2,0.74,0.34,0.54,0.58,0.17,0.75,0.42,0.59,gaëtan laborde,Attack,left,181.0,FR1,6000000.0,18000000.0,https://img.a.transfermarkt.technology/portrait/header/181378-1739972757.jpg?lm=1,https://www.transfermarkt.co.uk/gaetan-laborde/profil/spieler/181378
1643,Tanguy Ndombele,FRA,MT,27,18,12,"1,131",12.6,1,2,3,1,0,0,2,0,2.4,2.4,2.4,4.8,22,61,36,0.08,0.16,0.24,0.08,0.24,0.19,0.19,0.38,0.19,0.38,tanguy ndombele,Midfield,right,181.0,FR1,10000000.0,65000000.0,https://img.a.transfermarkt.technology/portrait/header/450936-1739972039.jpg?lm=1,https://www.transfermarkt.co.uk/tanguy-ndombele/profil/spieler/450936
1644,Jeremie Boga,CIV,"MT,AT",27,21,12,"1,054",11.7,1,2,3,1,0,0,0,0,2.3,2.3,2.8,5.1,64,39,75,0.09,0.17,0.26,0.09,0.26,0.2,0.24,0.44,0.2,0.44,jeremie boga,Attack,right,172.0,FR1,12000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/216569-1739972645.jpg?lm=1,https://www.transfermarkt.co.uk/jeremie-boga/profil/spieler/216569
1645,Badredine Bouanani,ALG,"MT,AT",19,26,11,"1,099",12.2,3,3,6,2,1,1,2,0,2.7,1.9,2.4,4.3,47,44,93,0.25,0.25,0.49,0.16,0.41,0.22,0.19,0.42,0.16,0.35,badredine bouanani,Attack,left,177.0,FR1,5000000.0,6000000.0,https://img.a.transfermarkt.technology/portrait/header/707242-1739972728.jpg?lm=1,https://www.transfermarkt.co.uk/badredine-bouanani/profil/spieler/707242
1646,Baptiste Santamaria,FRA,MT,29,13,11,927,10.3,0,0,0,0,0,0,1,0,0.9,0.9,1.0,1.9,10,45,11,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.18,0.09,0.18,baptiste santamaria,Midfield,right,183.0,FR1,7000000.0,16000000.0,https://img.a.transfermarkt.technology/portrait/header/285323-1739972064.jpg?lm=1,https://www.transfermarkt.co.uk/baptiste-santamaria/profil/spieler/285323
1648,Sofiane Diop,FRA,"MT,AT",24,28,8,"1,064",11.8,6,4,10,6,0,0,3,0,6.0,6.0,2.9,8.9,26,64,70,0.51,0.34,0.85,0.51,0.85,0.51,0.24,0.75,0.51,0.75,sofiane diop,Attack,right,175.0,FR1,12000000.0,20000000.0,https://img.a.transfermarkt.technology/portrait/header/569389-1739972675.jpg?lm=1,https://www.transfermarkt.co.uk/sofiane-diop/profil/spieler/569389
1649,Antoine Mendy,SEN,DF,20,18,8,825,9.2,0,0,0,0,0,0,2,0,0.6,0.6,0.1,0.7,12,35,15,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,antoine mendy,Defender,right,187.0,FR1,3000000.0,3000000.0,https://img.a.transfermarkt.technology/portrait/header/891998-1739971137.jpg?lm=1,https://www.transfermarkt.co.uk/antoine-mendy/profil/spieler/891998
1650,Morgan Sanson,FRA,MT,29,6,3,235,2.6,3,0,3,3,0,0,0,0,1.5,1.5,0.1,1.6,5,13,17,1.15,0.0,1.15,1.15,1.15,0.58,0.02,0.6,0.58,0.6,morgan sanson,Midfield,right,180.0,FR1,5000000.0,28000000.0,https://img.a.transfermarkt.technology/portrait/header/174094-1739971966.jpg?lm=1,https://www.transfermarkt.co.uk/morgan-sanson/profil/spieler/174094
1653,Terem Moffi,NGA,AT,25,5,0,58,0.6,1,0,1,1,0,0,0,0,2.3,2.3,0.0,2.3,1,1,4,1.55,0.0,1.55,1.55,1.55,3.53,0.0,3.53,3.53,3.53,terem moffi,Attack,left,188.0,FR1,15000000.0,25000000.0,https://img.a.transfermarkt.technology/portrait/header/538874-1739972578.jpg?lm=1,https://www.transfermarkt.co.uk/terem-moffi/profil/spieler/538874
1654,Amidou Doumbouya,FRA,DF,16,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amidou doumbouya,Defender,left,182.0,FR1,300000.0,500000.0,https://img.a.transfermarkt.technology/portrait/header/1075574-1739970124.jpg?lm=1,https://www.transfermarkt.co.uk/amidou-doumbouya/profil/spieler/1075574
1655,Victor Orakpo,NGA,AT,18,4,0,36,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,1,4,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.81,0.81,0.81,victor orakpo,Attack,right,194.0,FR1,500000.0,500000.0,https://img.a.transfermarkt.technology/portrait/header/1231401-1739972753.jpg?lm=1,https://www.transfermarkt.co.uk/victor-orakpo/profil/spieler/1231401
1656,Jordan Lotomba,SUI,"MT,DF",25,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jordan lotomba,Defender,right,177.0,NL1,8000000.0,8000000.0,https://img.a.transfermarkt.technology/portrait/header/313094-1729850115.jpg?lm=1,https://www.transfermarkt.co.uk/jordan-lotomba/profil/spieler/313094
1657,Issiaga Camara,GUI,MT,19,4,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,issiaga camara,Midfield,,,FR1,100000.0,100000.0,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/issiaga-camara/profil/spieler/1180835
1660,Lucas Chevalier,FRA,GB,22,34,34,"3,060",34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.9,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,lucas chevalier,Goalkeeper,right,189.0,FR1,30000000.0,30000000.0,https://img.a.transfermarkt.technology/portrait/header/463600-1708342501.jpg?lm=1,https://www.transfermarkt.co.uk/lucas-chevalier/profil/spieler/463600
