Age,Min,Gls,Ast,npxG,xAG,Sh,SoT,Cmp,Att,KP,PPA,CrsPA,PrgP,Touches,PrgC,Succ,Dis,Rec,Tkl,Int,Blocks,Clr,Recov,Won,CrdY,CrdR,Fls,Fld,Off,Crs,value,days_missed,games_missed,height,Club_Rank,Country_Rank,Pos_FW,Pos_MF,foot_left,foot_right
26.0,3036.0,20.0,4.0,15.6,5.0,80.0,38.0,416.0,588.0,44.0,24.0,0.0,50.0,992.0,58.0,50.0,66.0,746.0,30.0,8.0,20.0,14.0,82.0,38.0,0.0,0.0,68.0,4.0,2.0,16.0,30000000.0,4.0,1.0,187.0,14,2,True,False,False,True
23.0,2480.0,2.0,0.0,4.2,3.6,38.0,8.0,526.0,826.0,36.0,34.0,24.0,78.0,1136.0,100.0,28.0,22.0,814.0,12.0,4.0,22.0,18.0,108.0,30.0,0.0,0.0,22.0,18.0,6.0,160.0,5000000.0,58.0,9.0,181.0,429,10,True,False,False,True
32.0,3182.0,2.0,0.0,1.4,6.0,30.0,6.0,1544.0,2052.0,62.0,44.0,28.0,102.0,2334.0,54.0,2.0,4.0,1382.0,40.0,24.0,44.0,110.0,98.0,20.0,2.0,0.0,26.0,2.0,12.0,274.0,1800000.0,30.0,6.0,185.0,98,9,False,False,True,False
18.0,1158.0,0.0,2.0,0.1,0.5,3.0,0.0,510.0,608.0,5.0,4.0,2.0,45.0,708.0,21.0,10.0,15.0,440.0,16.0,8.0,15.0,23.0,64.0,6.0,3.0,0.0,9.0,0.0,2.0,16.0,2500000.0,0.0,0.0,178.0,211,2,False,False,True,False
25.0,1158.0,5.0,1.0,4.0,0.8,26.0,7.0,297.0,360.0,7.0,5.0,1.0,31.0,499.0,23.0,7.0,4.0,345.0,17.0,5.0,10.0,14.0,48.0,10.0,1.0,0.0,11.0,2.0,2.0,8.0,35000000.0,89.0,10.0,178.0,5,9,False,True,False,True
20.0,2890.0,0.0,4.0,1.6,4.2,34.0,2.0,1566.0,1936.0,28.0,24.0,4.0,154.0,2328.0,48.0,24.0,28.0,1548.0,102.0,30.0,42.0,66.0,190.0,14.0,4.0,0.0,48.0,2.0,6.0,110.0,12000000.0,6.0,2.0,170.0,86,1,False,False,True,False
31.0,1156.0,1.0,0.0,1.8,0.6,11.0,2.0,435.0,563.0,7.0,16.0,10.0,53.0,683.0,33.0,9.0,8.0,394.0,25.0,10.0,16.0,34.0,51.0,22.0,2.0,0.0,13.0,0.0,1.0,36.0,1500000.0,213.0,28.0,180.0,363,78,False,False,True,False
26.0,1155.0,1.0,6.0,1.5,2.3,13.0,8.0,922.0,1023.0,28.0,19.0,2.0,97.0,1144.0,15.0,8.0,20.0,901.0,22.0,13.0,15.0,15.0,76.0,1.0,2.0,0.0,9.0,0.0,1.0,4.0,40000000.0,102.0,18.0,178.0,18,1,False,True,False,True
23.0,1154.0,0.0,1.0,0.6,1.0,5.0,1.0,576.0,688.0,6.0,5.0,2.0,36.0,839.0,8.0,5.0,4.0,499.0,20.0,19.0,9.0,63.0,40.0,29.0,3.0,0.0,12.0,0.0,0.0,12.0,5000000.0,4.0,1.0,189.0,175,7,False,False,True,False
24.0,1154.0,3.0,2.0,4.3,0.6,31.0,11.0,210.0,293.0,12.0,4.0,0.0,17.0,439.0,9.0,2.0,22.0,343.0,10.0,1.0,13.0,13.0,35.0,41.0,1.0,0.0,24.0,3.0,0.0,3.0,12000000.0,4.0,1.0,190.0,160,7,True,False,False,True
28.0,1153.0,3.0,0.0,2.3,2.4,24.0,9.0,523.0,678.0,24.0,31.0,3.0,112.0,840.0,39.0,22.0,18.0,563.0,38.0,12.0,13.0,7.0,101.0,9.0,1.0,0.0,25.0,1.0,5.0,23.0,20000000.0,258.0,22.0,178.0,35,35,False,True,False,True
26.0,1153.0,2.0,1.0,2.1,0.5,20.0,7.0,296.0,411.0,10.0,5.0,2.0,33.0,558.0,5.0,1.0,3.0,311.0,29.0,12.0,8.0,23.0,36.0,41.0,1.0,0.0,24.0,2.0,4.0,8.0,2500000.0,0.0,0.0,184.0,282,7,True,False,False,True
30.0,1149.0,0.0,1.0,0.2,0.2,8.0,1.0,480.0,569.0,4.0,1.0,0.0,33.0,709.0,4.0,3.0,7.0,408.0,36.0,13.0,13.0,35.0,53.0,11.0,6.0,0.0,18.0,0.0,0.0,5.0,10000000.0,94.0,17.0,185.0,55,1,False,True,False,True
27.0,1143.0,2.0,2.0,0.7,2.0,5.0,3.0,1084.0,1148.0,21.0,12.0,0.0,120.0,1226.0,36.0,5.0,7.0,993.0,19.0,12.0,11.0,7.0,57.0,10.0,3.0,0.0,14.0,0.0,2.0,6.0,45000000.0,272.0,49.0,181.0,11,7,False,True,False,True
24.0,2322.0,6.0,4.0,6.0,5.4,46.0,20.0,1012.0,1300.0,46.0,54.0,22.0,116.0,1536.0,86.0,22.0,22.0,1108.0,48.0,24.0,28.0,30.0,96.0,8.0,6.0,2.0,38.0,2.0,2.0,138.0,7000000.0,36.0,7.0,189.0,75,7,True,False,True,False
22.0,1139.0,1.0,2.0,0.9,2.7,19.0,5.0,609.0,747.0,19.0,19.0,3.0,50.0,917.0,31.0,13.0,25.0,564.0,29.0,15.0,25.0,39.0,67.0,10.0,2.0,0.0,11.0,0.0,0.0,51.0,28000000.0,7.0,2.0,178.0,77,7,False,False,True,False
27.0,1139.0,1.0,2.0,1.7,1.5,28.0,6.0,277.0,390.0,16.0,20.0,2.0,35.0,545.0,58.0,22.0,25.0,390.0,7.0,3.0,24.0,12.0,59.0,6.0,3.0,0.0,12.0,3.0,3.0,34.0,28000000.0,71.0,16.0,178.0,77,62,True,False,True,False
24.0,1137.0,1.0,1.0,0.6,0.7,10.0,3.0,560.0,735.0,10.0,14.0,8.0,49.0,909.0,29.0,10.0,14.0,490.0,34.0,10.0,12.0,51.0,47.0,31.0,3.0,0.0,16.0,1.0,0.0,40.0,8000000.0,113.0,20.0,191.0,160,27,False,False,False,True
29.0,1136.0,2.0,1.0,2.0,2.9,31.0,8.0,270.0,411.0,20.0,25.0,16.0,33.0,571.0,50.0,6.0,10.0,353.0,24.0,16.0,28.0,15.0,49.0,12.0,2.0,0.0,26.0,0.0,0.0,91.0,700000.0,120.0,14.0,185.0,165,10,False,False,True,False
23.0,1134.0,3.0,2.0,4.1,2.0,32.0,9.0,207.0,263.0,19.0,7.0,0.0,27.0,398.0,20.0,13.0,23.0,308.0,9.0,4.0,12.0,16.0,32.0,11.0,2.0,0.0,11.0,1.0,2.0,6.0,3000000.0,0.0,0.0,182.0,235,3,True,False,False,True
25.0,1133.0,5.0,2.0,5.8,1.3,34.0,13.0,163.0,230.0,11.0,3.0,1.0,27.0,366.0,23.0,8.0,21.0,248.0,21.0,4.0,13.0,12.0,41.0,20.0,8.0,0.0,27.0,2.0,1.0,3.0,45000000.0,31.0,7.0,187.0,321,11,True,False,False,True
19.0,1130.0,0.0,0.0,0.3,0.4,5.0,3.0,731.0,866.0,5.0,4.0,0.0,69.0,1058.0,4.0,2.0,1.0,674.0,27.0,13.0,7.0,97.0,55.0,22.0,2.0,1.0,8.0,0.0,4.0,4.0,18000000.0,128.0,30.0,196.0,21,2,False,False,True,False
27.0,1129.0,3.0,0.0,2.6,0.5,16.0,8.0,144.0,223.0,9.0,2.0,0.0,8.0,366.0,10.0,5.0,17.0,241.0,16.0,4.0,9.0,20.0,26.0,41.0,6.0,0.0,39.0,3.0,1.0,4.0,1500000.0,72.0,11.0,189.0,235,2,True,False,True,False
24.0,1129.0,0.0,0.0,0.4,0.3,5.0,1.0,419.0,502.0,9.0,4.0,0.0,35.0,612.0,16.0,7.0,7.0,419.0,21.0,11.0,12.0,11.0,46.0,12.0,8.0,0.0,21.0,1.0,1.0,5.0,10000000.0,20.0,4.0,175.0,46,4,False,True,False,True
23.0,1129.0,0.0,0.0,0.3,0.8,8.0,0.0,316.0,468.0,6.0,2.0,0.0,42.0,654.0,4.0,2.0,2.0,304.0,35.0,15.0,11.0,97.0,43.0,50.0,5.0,1.0,22.0,0.0,1.0,5.0,6000000.0,3.0,1.0,187.0,88,1,False,False,True,False
23.0,1125.0,1.0,0.0,0.6,0.0,4.0,2.0,559.0,648.0,0.0,1.0,0.0,32.0,806.0,3.0,0.0,2.0,484.0,25.0,15.0,8.0,79.0,44.0,23.0,4.0,0.0,16.0,0.0,0.0,1.0,10000000.0,0.0,0.0,191.0,46,9,False,False,False,True
24.0,1125.0,0.0,1.0,0.2,0.6,4.0,2.0,447.0,524.0,7.0,2.0,0.0,35.0,694.0,3.0,5.0,4.0,410.0,20.0,18.0,6.0,90.0,49.0,15.0,2.0,0.0,12.0,1.0,0.0,2.0,4000000.0,22.0,2.0,188.0,211,40,False,False,False,True
23.0,1125.0,0.0,0.0,0.5,0.0,6.0,4.0,599.0,679.0,1.0,2.0,0.0,46.0,790.0,13.0,5.0,3.0,532.0,16.0,13.0,6.0,25.0,62.0,23.0,1.0,0.0,15.0,0.0,1.0,3.0,25000000.0,115.0,21.0,191.0,36,40,False,False,False,True
31.0,1124.0,1.0,2.0,0.8,1.9,11.0,3.0,677.0,843.0,11.0,21.0,6.0,74.0,996.0,32.0,9.0,6.0,612.0,34.0,13.0,29.0,23.0,79.0,10.0,4.0,0.0,14.0,0.0,5.0,47.0,3500000.0,116.0,16.0,172.0,90,2,False,True,False,True
24.0,1122.0,1.0,0.0,0.2,0.3,3.0,1.0,673.0,736.0,5.0,3.0,0.0,48.0,846.0,5.0,3.0,2.0,615.0,22.0,6.0,1.0,58.0,31.0,11.0,1.0,0.0,10.0,0.0,1.0,2.0,28000000.0,0.0,0.0,189.0,13,35,False,False,True,False
22.0,1122.0,0.0,0.0,0.0,0.1,0.0,0.0,420.0,487.0,3.0,2.0,0.0,28.0,611.0,5.0,5.0,5.0,320.0,27.0,14.0,4.0,25.0,49.0,4.0,2.0,0.0,7.0,0.0,0.0,0.0,3500000.0,32.0,4.0,188.0,529,8,False,False,False,True
20.0,1121.0,1.0,0.0,0.4,0.2,15.0,7.0,547.0,625.0,6.0,11.0,0.0,84.0,755.0,16.0,13.0,13.0,537.0,33.0,13.0,16.0,11.0,78.0,4.0,4.0,0.0,25.0,1.0,3.0,3.0,8000000.0,0.0,0.0,188.0,48,2,False,True,False,True
31.0,1120.0,0.0,0.0,0.8,0.2,9.0,1.0,596.0,676.0,3.0,5.0,0.0,40.0,794.0,7.0,2.0,1.0,532.0,7.0,7.0,7.0,61.0,38.0,27.0,1.0,0.0,4.0,1.0,0.0,1.0,5000000.0,473.0,77.0,196.0,77,4,False,False,True,False
33.0,1118.0,1.0,1.0,2.3,2.2,36.0,6.0,229.0,337.0,18.0,8.0,5.0,33.0,486.0,24.0,7.0,25.0,306.0,25.0,5.0,13.0,7.0,44.0,8.0,4.0,0.0,23.0,4.0,1.0,48.0,1000000.0,83.0,10.0,176.0,363,2,True,False,False,True
20.0,1117.0,0.0,0.0,0.3,0.1,4.0,1.0,521.0,594.0,1.0,1.0,0.0,16.0,706.0,2.0,5.0,5.0,463.0,17.0,10.0,5.0,56.0,30.0,16.0,1.0,1.0,5.0,0.0,4.0,0.0,4000000.0,92.0,8.0,192.0,16,2,False,False,False,True
26.0,1117.0,1.0,0.0,0.3,0.3,3.0,1.0,495.0,602.0,2.0,5.0,0.0,38.0,711.0,8.0,6.0,4.0,388.0,20.0,16.0,10.0,45.0,44.0,20.0,3.0,0.0,9.0,1.0,3.0,2.0,1000000.0,77.0,11.0,187.0,529,10,False,False,True,False
27.0,1114.0,5.0,1.0,2.6,0.9,19.0,8.0,197.0,254.0,8.0,2.0,0.0,13.0,366.0,10.0,6.0,20.0,251.0,5.0,2.0,7.0,6.0,36.0,17.0,0.0,0.0,9.0,0.0,2.0,9.0,7500000.0,195.0,15.0,182.0,109,3,True,False,False,True
25.0,1112.0,1.0,1.0,2.1,1.3,26.0,9.0,215.0,297.0,10.0,4.0,1.0,12.0,462.0,42.0,20.0,13.0,320.0,17.0,19.0,11.0,8.0,40.0,9.0,5.0,0.0,15.0,3.0,1.0,11.0,2500000.0,92.0,12.0,183.0,742,27,True,False,True,False
29.0,1111.0,1.0,1.0,0.8,2.3,11.0,2.0,313.0,433.0,13.0,8.0,5.0,27.0,542.0,19.0,5.0,14.0,327.0,22.0,6.0,13.0,22.0,32.0,5.0,1.0,0.0,17.0,0.0,3.0,61.0,1500000.0,210.0,20.0,178.0,70,9,False,True,False,False
25.0,1110.0,0.0,0.0,0.4,0.5,5.0,0.0,493.0,629.0,9.0,5.0,2.0,37.0,775.0,5.0,3.0,4.0,431.0,31.0,21.0,14.0,49.0,42.0,13.0,3.0,0.0,16.0,0.0,3.0,29.0,400000.0,0.0,0.0,171.0,46,4,False,False,True,False
18.0,1106.0,0.0,0.0,0.2,0.7,5.0,1.0,462.0,536.0,4.0,6.0,2.0,41.0,666.0,9.0,7.0,8.0,431.0,23.0,11.0,11.0,54.0,50.0,16.0,2.0,0.0,18.0,1.0,0.0,6.0,4000000.0,0.0,0.0,188.0,56,2,False,True,False,True
27.0,1106.0,0.0,0.0,0.8,0.2,3.0,0.0,561.0,735.0,3.0,13.0,3.0,62.0,889.0,12.0,6.0,6.0,565.0,39.0,14.0,1.0,58.0,71.0,32.0,5.0,0.0,22.0,0.0,5.0,11.0,22000000.0,166.0,27.0,185.0,267,1,False,False,True,False
29.0,3644.0,2.0,4.0,1.2000000000000002,4.8,18.0,2.0,2074.0,2504.0,46.0,54.0,26.0,214.0,2792.0,68.0,18.0,24.0,1898.0,54.0,20.0,30.0,84.0,162.0,28.0,12.0,0.0,42.0,2.0,4.0,132.0,3000000.0,78.0,14.0,187.0,98,65,False,False,False,True
28.0,1105.0,0.0,1.0,0.4,0.6,10.0,2.0,486.0,572.0,8.0,3.0,0.0,40.0,684.0,7.0,3.0,9.0,458.0,9.0,20.0,5.0,38.0,69.0,15.0,1.0,0.0,7.0,2.0,0.0,7.0,3000000.0,39.0,7.0,187.0,322,20,False,False,False,True
24.0,1103.0,6.0,1.0,4.0,2.4,42.0,14.0,280.0,410.0,28.0,7.0,3.0,42.0,549.0,18.0,9.0,9.0,343.0,18.0,3.0,18.0,13.0,43.0,5.0,1.0,0.0,12.0,2.0,1.0,67.0,25000000.0,7.0,1.0,172.0,10,9,False,True,False,True
22.0,1102.0,1.0,2.0,0.4,0.8,8.0,2.0,700.0,793.0,11.0,5.0,0.0,61.0,957.0,26.0,15.0,11.0,643.0,42.0,18.0,11.0,23.0,90.0,20.0,2.0,0.0,21.0,3.0,5.0,2.0,60000000.0,215.0,45.0,182.0,3,2,False,True,True,False
18.0,1102.0,10.0,1.0,3.8,1.7,37.0,16.0,482.0,604.0,22.0,25.0,5.0,76.0,722.0,48.0,16.0,21.0,546.0,19.0,3.0,11.0,3.0,59.0,1.0,2.0,0.0,17.0,0.0,3.0,65.0,10000000.0,6.0,1.0,170.0,57,5,True,False,False,True
22.0,1101.0,0.0,0.0,0.3,0.5,5.0,0.0,401.0,502.0,5.0,8.0,4.0,46.0,627.0,25.0,8.0,15.0,332.0,20.0,12.0,10.0,27.0,45.0,16.0,3.0,0.0,13.0,1.0,0.0,31.0,2500000.0,0.0,0.0,183.0,52,3,True,False,True,False
25.0,2798.0,0.0,4.0,0.4,6.0,10.0,4.0,1136.0,1420.0,30.0,24.0,10.0,128.0,1720.0,48.0,18.0,24.0,1070.0,56.0,18.0,34.0,102.0,94.0,24.0,4.0,0.0,16.0,4.0,4.0,76.0,6000000.0,20.0,2.0,184.0,198,21,False,False,False,True
32.0,1099.0,5.0,0.0,3.9,0.8,27.0,10.0,202.0,268.0,7.0,3.0,0.0,26.0,383.0,18.0,6.0,16.0,292.0,16.0,5.0,4.0,5.0,31.0,14.0,5.0,0.0,25.0,2.0,0.0,13.0,11000000.0,87.0,19.0,189.0,90,3,True,False,False,True
20.0,1099.0,3.0,3.0,1.9,2.4,30.0,14.0,330.0,430.0,20.0,14.0,2.0,44.0,571.0,47.0,14.0,18.0,425.0,11.0,11.0,11.0,4.0,44.0,2.0,2.0,0.0,13.0,2.0,4.0,33.0,7000000.0,30.0,3.0,177.0,175,2,False,True,True,False
32.0,1098.0,3.0,4.0,2.7,1.2,28.0,12.0,399.0,504.0,15.0,21.0,3.0,49.0,635.0,42.0,17.0,10.0,429.0,16.0,10.0,12.0,13.0,48.0,5.0,2.0,0.0,7.0,3.0,4.0,27.0,3500000.0,23.0,4.0,178.0,27,9,False,True,False,True
27.0,1098.0,0.0,0.0,0.2,0.3,6.0,0.0,448.0,631.0,3.0,3.0,2.0,38.0,763.0,26.0,7.0,3.0,404.0,24.0,14.0,17.0,47.0,43.0,23.0,5.0,0.0,15.0,0.0,4.0,35.0,4000000.0,209.0,22.0,175.0,25,3,False,False,True,False
23.0,1097.0,2.0,2.0,2.5,2.5,33.0,8.0,290.0,382.0,16.0,17.0,6.0,18.0,548.0,50.0,21.0,12.0,388.0,23.0,8.0,12.0,6.0,47.0,7.0,0.0,0.0,13.0,0.0,1.0,41.0,28000000.0,44.0,7.0,175.0,30,40,False,True,False,True
29.0,1097.0,4.0,4.0,4.7,1.3,29.0,13.0,215.0,286.0,17.0,6.0,0.0,21.0,446.0,19.0,8.0,19.0,333.0,14.0,3.0,14.0,5.0,36.0,26.0,1.0,0.0,14.0,0.0,0.0,6.0,5000000.0,93.0,15.0,190.0,27,58,False,True,False,True
21.0,2548.0,0.0,2.0,2.2,0.2,30.0,12.0,1236.0,1414.0,4.0,6.0,0.0,94.0,1788.0,26.0,8.0,0.0,1066.0,52.0,40.0,4.0,166.0,94.0,60.0,8.0,0.0,30.0,0.0,0.0,0.0,25000000.0,77.0,12.0,190.0,19,6,False,False,True,False
20.0,1090.0,1.0,1.0,0.6,1.1,7.0,3.0,568.0,675.0,11.0,11.0,2.0,66.0,791.0,31.0,6.0,8.0,513.0,29.0,5.0,19.0,41.0,45.0,7.0,1.0,0.0,16.0,0.0,2.0,31.0,1000000.0,0.0,0.0,189.0,45,5,False,False,False,True
26.0,3084.0,0.0,4.0,3.2,2.8,40.0,10.0,904.0,1178.0,44.0,34.0,6.0,140.0,1506.0,42.0,30.0,40.0,1014.0,50.0,4.0,44.0,22.0,118.0,38.0,4.0,0.0,38.0,10.0,0.0,74.0,2500000.0,29.0,3.0,180.0,299,3,False,True,True,False
24.0,3320.0,4.0,6.0,3.0,3.8,30.0,8.0,1492.0,1822.0,58.0,54.0,2.0,252.0,2234.0,58.0,42.0,54.0,1632.0,114.0,28.0,58.0,12.0,186.0,8.0,10.0,0.0,42.0,2.0,8.0,44.0,16000000.0,63.0,0.0,174.0,90,2,False,True,False,True
25.0,1086.0,0.0,2.0,1.6,2.1,18.0,3.0,300.0,363.0,22.0,8.0,0.0,41.0,533.0,38.0,12.0,23.0,372.0,30.0,6.0,8.0,7.0,40.0,5.0,4.0,0.0,23.0,1.0,2.0,18.0,22000000.0,253.0,43.0,186.0,43,4,False,True,False,True
20.0,1085.0,1.0,1.0,0.9,1.6,11.0,1.0,733.0,814.0,14.0,11.0,1.0,77.0,943.0,13.0,9.0,9.0,712.0,30.0,10.0,7.0,7.0,61.0,21.0,4.0,0.0,38.0,0.0,1.0,9.0,60000000.0,341.0,48.0,173.0,11,3,True,False,False,True
25.0,2386.0,0.0,2.0,0.2,1.8,10.0,2.0,1124.0,1300.0,16.0,8.0,0.0,88.0,1564.0,80.0,16.0,22.0,950.0,38.0,26.0,14.0,52.0,148.0,18.0,4.0,2.0,28.0,2.0,0.0,10.0,2000000.0,4.0,1.0,182.0,85,2,False,False,False,False
22.0,1083.0,1.0,0.0,2.5,1.2,19.0,7.0,101.0,186.0,9.0,9.0,3.0,14.0,323.0,8.0,7.0,15.0,209.0,10.0,1.0,4.0,16.0,24.0,73.0,7.0,0.0,33.0,4.0,1.0,7.0,2000000.0,13.0,3.0,191.0,109,35,True,False,False,True
34.0,1081.0,1.0,0.0,0.5,0.0,2.0,1.0,508.0,586.0,1.0,2.0,0.0,35.0,707.0,4.0,0.0,1.0,422.0,27.0,22.0,5.0,46.0,50.0,16.0,3.0,0.0,11.0,0.0,2.0,0.0,700000.0,99.0,18.0,188.0,327,1,False,False,True,False
26.0,3844.0,0.0,0.0,1.8,2.2,34.0,10.0,2278.0,2650.0,16.0,12.0,2.0,142.0,3244.0,40.0,6.0,18.0,2052.0,52.0,52.0,28.0,266.0,172.0,124.0,6.0,0.0,72.0,0.0,6.0,2.0,25000000.0,143.0,21.0,190.0,14,22,False,False,False,True
38.0,1078.0,11.0,2.0,5.8,0.6,31.0,16.0,107.0,154.0,6.0,3.0,0.0,10.0,256.0,2.0,2.0,7.0,156.0,9.0,7.0,3.0,11.0,14.0,22.0,4.0,0.0,35.0,0.0,0.0,2.0,1000000.0,31.0,5.0,184.0,200,9,True,False,False,True
23.0,1077.0,0.0,0.0,0.4,0.7,11.0,2.0,492.0,615.0,12.0,9.0,0.0,84.0,768.0,16.0,12.0,7.0,461.0,35.0,11.0,13.0,19.0,78.0,9.0,2.0,0.0,14.0,5.0,7.0,10.0,4000000.0,100.0,5.0,182.0,165,10,False,True,False,True
27.0,1075.0,0.0,1.0,0.1,0.9,4.0,1.0,500.0,599.0,10.0,7.0,6.0,34.0,694.0,13.0,4.0,5.0,443.0,19.0,9.0,9.0,29.0,65.0,12.0,0.0,0.0,4.0,0.0,1.0,29.0,2500000.0,87.0,17.0,182.0,198,4,False,False,False,True
24.0,2418.0,6.0,2.0,9.399999999999999,2.0,56.0,26.0,264.0,412.0,24.0,2.0,0.0,22.0,570.0,22.0,16.0,28.0,388.0,8.0,2.0,14.0,12.0,56.0,68.0,4.0,0.0,36.0,4.0,4.0,10.0,5000000.0,159.0,17.0,190.0,363,44,True,False,False,True
33.0,1074.0,0.0,1.0,0.3,0.0,3.0,0.0,764.0,853.0,1.0,2.0,0.0,50.0,952.0,3.0,0.0,1.0,712.0,25.0,9.0,10.0,42.0,30.0,24.0,2.0,0.0,14.0,0.0,2.0,0.0,1500000.0,86.0,16.0,185.0,9,5,False,False,True,False
20.0,1069.0,0.0,0.0,0.6,0.2,8.0,2.0,354.0,461.0,3.0,2.0,1.0,28.0,609.0,12.0,5.0,3.0,311.0,28.0,19.0,4.0,63.0,43.0,28.0,0.0,1.0,11.0,0.0,4.0,7.0,7500000.0,8.0,1.0,186.0,9,9,False,False,False,True
32.0,1067.0,0.0,0.0,0.3,0.7,7.0,2.0,470.0,598.0,8.0,13.0,8.0,39.0,736.0,26.0,5.0,8.0,400.0,22.0,8.0,11.0,39.0,39.0,23.0,5.0,0.0,22.0,0.0,2.0,28.0,5000000.0,47.0,6.0,174.0,35,40,False,False,False,True
25.0,1067.0,0.0,4.0,0.7,1.8,13.0,4.0,541.0,717.0,20.0,21.0,12.0,72.0,851.0,21.0,11.0,9.0,516.0,23.0,19.0,19.0,32.0,41.0,8.0,5.0,0.0,18.0,1.0,1.0,89.0,3000000.0,67.0,12.0,178.0,28,9,False,False,True,False
26.0,1066.0,2.0,1.0,2.9,2.1,29.0,11.0,208.0,275.0,20.0,8.0,0.0,22.0,404.0,26.0,17.0,25.0,325.0,9.0,1.0,1.0,5.0,34.0,37.0,2.0,0.0,24.0,0.0,1.0,3.0,3400000.0,261.0,36.0,189.0,82,4,True,False,True,False
23.0,1066.0,10.0,3.0,11.3,2.2,52.0,29.0,193.0,241.0,15.0,9.0,0.0,24.0,353.0,11.0,1.0,11.0,282.0,11.0,0.0,8.0,5.0,18.0,20.0,1.0,0.0,8.0,2.0,1.0,1.0,40000000.0,92.0,20.0,185.0,12,6,True,False,False,True
29.0,1065.0,1.0,0.0,1.1,0.0,11.0,2.0,317.0,393.0,1.0,0.0,0.0,31.0,540.0,4.0,1.0,1.0,274.0,20.0,17.0,2.0,73.0,38.0,29.0,2.0,0.0,8.0,0.0,1.0,2.0,1800000.0,20.0,4.0,192.0,88,9,False,False,False,True
24.0,1064.0,6.0,4.0,6.0,2.9,22.0,11.0,436.0,565.0,24.0,19.0,1.0,64.0,714.0,26.0,10.0,18.0,508.0,23.0,17.0,12.0,7.0,73.0,3.0,3.0,0.0,17.0,4.0,2.0,33.0,10000000.0,300.0,35.0,175.0,100,2,False,True,False,True
31.0,1063.0,1.0,1.0,0.4,0.7,11.0,3.0,717.0,854.0,11.0,5.0,1.0,64.0,952.0,7.0,7.0,9.0,607.0,10.0,13.0,10.0,23.0,66.0,23.0,1.0,0.0,8.0,0.0,4.0,43.0,250000.0,0.0,0.0,182.0,15,4,False,False,True,False
27.0,3338.0,12.0,8.0,9.600000000000001,4.0,66.0,26.0,710.0,1084.0,48.0,54.0,14.0,94.0,1486.0,88.0,18.0,32.0,1124.0,28.0,16.0,38.0,32.0,90.0,36.0,6.0,0.0,40.0,2.0,10.0,90.0,2500000.0,15.0,2.0,185.0,498,2,True,False,False,True
25.0,1063.0,0.0,0.0,0.4,0.0,4.0,0.0,287.0,377.0,1.0,2.0,0.0,25.0,498.0,1.0,0.0,0.0,201.0,14.0,15.0,1.0,59.0,35.0,30.0,8.0,1.0,17.0,0.0,0.0,0.0,1500000.0,0.0,0.0,187.0,715,3,False,False,False,False
32.0,1061.0,1.0,2.0,0.6,3.2,14.0,1.0,590.0,749.0,31.0,13.0,6.0,55.0,850.0,13.0,0.0,5.0,566.0,19.0,7.0,6.0,8.0,62.0,2.0,4.0,0.0,8.0,0.0,2.0,85.0,4000000.0,45.0,11.0,182.0,41,21,False,True,False,True
23.0,1061.0,1.0,0.0,1.7,0.6,18.0,5.0,325.0,441.0,10.0,9.0,3.0,46.0,578.0,6.0,3.0,4.0,324.0,35.0,12.0,13.0,24.0,66.0,13.0,2.0,0.0,12.0,1.0,3.0,32.0,2000000.0,0.0,0.0,179.0,80,2,False,True,False,True
36.0,1060.0,1.0,0.0,0.8,0.3,9.0,4.0,446.0,564.0,5.0,6.0,5.0,46.0,657.0,4.0,1.0,2.0,380.0,11.0,10.0,9.0,32.0,26.0,12.0,1.0,0.0,17.0,0.0,2.0,23.0,800000.0,34.0,6.0,187.0,160,9,False,False,False,True
25.0,3940.0,6.0,2.0,4.0,3.2,36.0,12.0,1916.0,2238.0,14.0,10.0,2.0,142.0,2736.0,30.0,16.0,18.0,1782.0,62.0,58.0,20.0,210.0,170.0,90.0,6.0,0.0,38.0,0.0,0.0,20.0,25000000.0,267.0,45.0,192.0,8,4,False,False,False,True
30.0,1054.0,2.0,1.0,2.7,0.7,28.0,8.0,148.0,219.0,6.0,3.0,2.0,20.0,356.0,28.0,6.0,12.0,226.0,13.0,6.0,13.0,9.0,42.0,5.0,0.0,0.0,5.0,2.0,0.0,20.0,2500000.0,90.0,12.0,173.0,224,15,True,False,False,True
29.0,1053.0,0.0,0.0,0.6,0.1,9.0,2.0,870.0,938.0,3.0,0.0,0.0,47.0,1038.0,15.0,3.0,0.0,798.0,14.0,4.0,2.0,46.0,53.0,12.0,1.0,0.0,5.0,1.0,2.0,1.0,8000000.0,133.0,25.0,195.0,23,10,False,False,False,True
21.0,1052.0,3.0,1.0,2.2,1.5,28.0,13.0,358.0,448.0,18.0,17.0,4.0,33.0,597.0,44.0,22.0,22.0,431.0,21.0,8.0,18.0,8.0,60.0,13.0,2.0,0.0,18.0,1.0,2.0,30.0,15000000.0,197.0,16.0,178.0,45,77,True,False,True,False
30.0,1050.0,4.0,1.0,3.6,0.5,34.0,15.0,160.0,263.0,8.0,2.0,0.0,13.0,440.0,7.0,8.0,36.0,358.0,7.0,1.0,8.0,16.0,19.0,93.0,4.0,0.0,28.0,0.0,2.0,0.0,6000000.0,56.0,9.0,201.0,120,44,True,False,False,True
